stringsfile version 1
4106
str_no_string NO_STRING!
str_you_speak_of_unifying_calradia_you_may_indeed_humble_the_other_kings_of_this_land_and_in_that_case_i_would_hope_that_you_would_remember_me_as_your_faithful_servant You_speak_of_unifying_France._You_may_indeed_humble_the_other_kings_of_this_land,_and_in_that_case_I_would_hope_that_you_would_remember_me_as_your_faithful_servant.
str_you_speak_of_unifying_calradia_but_you_are_weak_and_i_think_that_you_will_remain_weak You_speak_of_unifying_France._But_you_are_weak,_and_I_think_that_you_will_remain_weak.
str_you_speak_of_claims_its_good_for_a_king_to_have_a_strong_claim_although_admittedly_im_more_concerned_that_he_rules_just_ly_than_with_legalities_anyway_your_claim_seems_wellfounded_to_me You_speak_of_claims._It's_good_for_a_{s14}_to_have_a_strong_claim,_although_admittedly_I'm_more_concerned_that_he_rules_justly_than_with_legalities._Anyway,_your_claim_seems_well-founded_to_me.
str_you_speak_of_claims_but_your_claim_seems_a_bit_weak_to_me You_speak_of_claims,_but_your_claim_seems_a_bit_weak_to_me.
str_you_speak_of_protecting_the_commons_i_like_that_my_tenants_are_a_happy_lot_i_think_but_i_hear_of_others_in_other_estates_that_arent_so_fortunate You_speak_of_protecting_the_commons._I_like_that._My_tenants_are_a_happy_lot,_I_think,_but_I_hear_of_others_in_other_estates_that_aren't_so_fortunate.
str_you_speak_of_protecting_the_commons_im_glad_to_hear_you_say_that_but_do_me_a_favor__dont_promise_the_commons_anything_you_cant_deliver_thats_a_sure_way_to_get_them_to_rebel_and_it_breaks_my_heart_to_have_to_put_them_down You_speak_of_protecting_the_commons._I'm_glad_to_hear_you_say_that._But_do_me_a_favor_--_don't_promise_the_commons_anything_you_can't_deliver._That's_a_sure_way_to_get_them_to_rebel,_and_it_breaks_my_heart_to_have_to_put_them_down.
str_you_speak_of_protecting_the_rights_of_lords_well_very_good_i_suppose_but_you_know__we_lords_can_take_of_ourselves_its_the_common_folk_who_need_a_strong_king_to_look_out_for_them_to_my_mind You_speak_of_protecting_the_rights_of_{s14}._Well,_very_good,_I_suppose._But_you_know_--_we_{s14}_can_take_of_ourselves._It's_the_common_folk_who_need_a_strong_{s15}_to_look_out_for_them,_to_my_mind.
str_you_speak_of_giving_me_land_its_kind_of_you_really_though_that_is_not_necessary You_speak_of_giving_me_land._It's_kind_of_you._Really,_though,_that_is_not_necessary.
str_you_speak_of_unifying_calradia_well_maybe_you_can_unite_this_land_by_the_sword_but_im_not_sure_that_this_will_make_you_a_good_ruler You_speak_of_unifying_France._Well,_maybe_you_can_unite_this_land_by_the_{s14}._But_I'm_not_sure_that_this_will_make_you_a_good_ruler.
str_you_speak_of_claims_a_king_must_have_a_strong_legal_claim_for_there_not_to_be_chaos_in_the_realm_and_yours_is_wellestablished You_speak_of_claims._A_{s14}_must_have_a_strong_legal_claim_for_there_not_to_be_chaos_in_the_realm,_and_yours_is_well-established.
str_you_speak_of_claims_a_king_must_have_a_strong_legal_claim_for_there_not_to_be_chaos_in_the_realm_but_your_claim_is_not_so_strong You_speak_of_claims._A_{s14}_must_have_a_strong_legal_claim_for_there_not_to_be_chaos_in_the_realm,_but_your_claim_is_not_so_strong.
str_you_speak_of_protecting_the_rights_of_lords_it_is_of_course_important_that_a_king_respect_the_rights_of_his_vassals_although_i_worry_that_a_king_who_took_a_throne_without_proper_cause_would_not_rule_with_justice You_speak_of_protecting_the_rights_of_lords._It_is_of_course_important_that_a_{s14}_respect_the_rights_of_his_vassals,_although_I_worry_that_a_{s14}_who_took_a_throne_without_proper_cause_would_not_rule_with_justice.
str_you_speak_of_protecting_the_rights_of_lords_it_is_of_course_important_that_a_king_respect_the_rights_of_his_vassals_however_i_would_like_to_know_that_you_would_indeed_deliver_on_your_promises You_speak_of_protecting_the_rights_of_{s15}._It_is_of_course_important_that_a_{s14}_respect_the_rights_of_his_vassals._However,_I_would_like_to_know_that_you_would_indeed_deliver_on_your_promises.
str_you_speak_of_protecting_the_commons_i_would_be_pleased_to_serve_a_king_who_respected_the_rights_of_his_subjects_although_i_worry_that_a_king_who_took_a_throne_without_proper_cause_would_not_rule_with_justice You_speak_of_protecting_the_commons._I_would_be_pleased_to_serve_a_{s14}_who_respected_the_rights_of_his_subjects,_although_I_worry_that_a_{s14}_who_took_a_throne_without_proper_cause_would_not_rule_with_justice.
str_you_speak_of_protecting_the_commons_i_would_be_pleased_to_serve_a_king_who_respected_the_rights_of_his_subjects_however_i_would_like_to_know_that_you_would_indeed_deliver_on_your_promises You_speak_of_protecting_the_commons._I_would_be_pleased_to_serve_a_{s14}_who_respected_the_rights_of_his_subjects._However,_I_would_like_to_know_that_you_would_indeed_deliver_on_your_promises.
str_i_am_not_swayed_by_promises_of_reward I_am_not_swayed_by_promises_of_reward
str_you_speak_of_unifying_calradia_it_would_be_good_to_bring_peace_to_the_realm_and_i_believe_that_you_are_strong_enough_to_do_so You_speak_of_unifying_France._It_would_be_good_to_bring_peace_to_the_realm,_and_I_believe_that_you_are_strong_enough_to_do_so.
str_you_speak_of_unifying_calradia_it_would_be_good_to_bring_peace_the_realm_but_with_your_kingdom_in_its_current_state_i_worry_that_you_are_just_bringing_more_discord You_speak_of_unifying_France._It_would_be_good_to_bring_peace_the_realm,_but_with_your_kingdom_in_its_current_state,_I_worry_that_you_are_just_bringing_more_discord.
str_s15 {!}{s15}
str_my_s11_s15 my_{s11}_{s15}
str_stop_gap__s15_is_the_rival_of_s16 {!}STOP_GAP_-_{s15}_is_the_rival_of_{s16}
str_my_s11_s18 My_{s11}_{s18}
str_the_socalled_s11_s18 The_so-called_{s11}_{s18}
str_s18_would_cheat_me_of_my_inheritance_by_heaven_i_know_my_rights_and_im_not_going_to_back_down {s18}_would_cheat_me_of_my_inheritance._By_heaven,_I_know_my_rights,_and_I'm_not_going_to_back_down.
str_s18_once_questioned_my_honour_and_my_bravery_i_long_for_the_day_when_i_can_meet_him_in_battle_and_make_him_retract_his_statement {s18}_once_questioned_my_honour_and_my_bravery._I_long_for_the_day_when_I_can_meet_{reg3?her:him}_in_battle,_and_make_{reg3?her:him}_retract_{reg3?her:his}_statement.
str_s18_once_questioned_my_judgment_in_battle_by_heaven_would_he_have_us_shirk_our_duty_to_smite_our_sovereigns_foes {s18}_once_questioned_my_judgment_in_battle._By_heaven,_would_{reg3?she:he}_have_us_shirk_our_duty_to_smite_our_sovereign's_foes?
str_s18_seems_to_think_he_has_the_right_to_some_of_my_property_well_he_does_not {s18}_seems_to_think_{reg3?she:he}_has_the_right_to_some_of_my_property._Well,_{reg3?she:he}_does_not.
str_s18_once_took_something_i_said_amiss_stubborn_bastard_wont_give_it_up_and_keeps_trying_to_get_me_to_recant_my_words {s18}_once_took_something_I_said_amiss._Stubborn_{reg3?bitch:bastard}_won't_give_it_up,_and_keeps_trying_to_get_me_to_recant_my_words.
str_s18_is_a_crafty_weasel_and_i_dont_trust_him_one_bit {s18}_is_a_crafty_weasel,_and_I_don't_trust_{reg3?her:him}_one_bit.
str_s18_i_despite_him_he_puts_on_such_a_nauseating_display_of_virtue_and_thinks_nothing_of_insulting_his_betters {s18}?_I_despise_{reg3?her:him}._{reg3?She:He}_puts_on_such_a_nauseating_display_of_virtue,_and_thinks_nothing_of_insulting_{reg3?her:his}_betters.
str_s18_entered_into_a_little_deal_with_me_and_is_now_trying_to_wriggle_out_of_it {s18}_entered_into_a_little_deal_with_me_and_is_now_trying_to_wriggle_out_of_it.
str_s18_once_ran_an_errand_for_me_and_now_thinks_i_owe_him_something_i_owe_his_ilk_nothing {s18}_once_ran_an_errand_for_me,_and_now_thinks_I_owe_{reg3?her:him}_something._I_owe_{reg3?her:his}_ilk_nothing.
str_s18_is_soft_and_weak_and_not_fit_to_govern_a_fief_and_i_have_always_detested_him {s18}_is_soft,_and_weak,_and_not_fit_to_govern_a_fief,_and_I_have_always_detested_{reg3?her:him}.
str_s18_is_a_quarrelsome_oaf_and_a_liability_in_my_opinion_and_ive_let_him_know_as_much {s18}_is_a_quarrelsome_oaf_and_a_liability,_in_my_opinion,_and_I've_let_{reg3?her:him}_know_as_much.
str_s18_i_am_sorry_to_say_is_far_too_softhearted_a_man_to_be_given_any_kind_of_responsibility_his_chivalry_will_allow_the_enemy_to_flee_to_fight_another_day_and_will_cost_the_lives_of_my_own_faithful_men {s18},_I_am_sorry_to_say,_is_far_too_softhearted_a_{reg3?woman:man}_to_be_given_any_kind_of_responsibility._{reg3?Her:His}_chivalry_will_allow_the_enemy_to_flee_to_fight_another_day,_and_will_cost_the_lives_of_my_own_faithful_{reg65?soldiers:men}.
str_s18_seems_to_have_something_against_me_for_some_reason_i_dont_like_to_talk_ill_of_people_but_i_think_hes_can_be_a_bit_of_a_cad_sometimes {s18}_seems_to_have_something_against_me,_for_some_reason._I_don't_like_to_talk_ill_of_people,_but_I_think_{reg3?she:he}_can_be_a_bit_of_a_cad,_sometimes.
str_s18_has_always_treated_me_contemptuously_although_i_have_done_him_no_wrong {s18}_has_always_treated_me_contemptuously,_although_I_have_done_{reg3?her:him}_no_wrong.
str_s18_is_thoroughly_dishonorable_and_a_compulsive_spinner_of_intrigues_which_i_fear_will_drag_us_into_wars_or_incite_rebellions {s18}_is_thoroughly_dishonorable,_and_a_compulsive_spinner_of_intrigues_which_I_fear_will_drag_us_into_wars_or_incite_rebellions.
str_s18_disappoints_me_i_once_scolded_for_his_rashness_in_battle_and_he_took_offense_i_do_not_care_to_apologize_for_my_efforts_to_save_his_life_and_the_lives_of_his_men {s18}_disappoints_me._I_once_scolded_{reg3?her:him}_for_{reg3?her:his}_rashness_in_battle,_and_{reg3?she:he}_took_offense._I_do_not_care_to_apologize_for_my_efforts_to_save_{reg3?her:his}_life,_and_the_lives_of_{reg3?her:his}_{reg3?soldiers:men}.
str_s18_squanders_money_and_carouses_in_a_way_most_unbefitting_a_noble_by_doing_so_he_disgraces_us_all {s18}_squanders_money_and_carouses_in_a_way_most_unbefitting_a_noble._By_doing_so,_{reg3?she:he}_disgraces_us_all.
str_s18_has_been_speaking_ill_of_me_behind_my_back_or_so_they_say {s18}_has_been_speaking_ill_of_me_behind_my_back,_or_so_they_say.
str_s18_is_a_disgrace_reg3shehe_consorts_with_merchants_lends_money_at_interest_uses_coarse_language_and_shows_no_attempt_to_uphold_the_dignity_of_the_honor_bestowed_upon_reg3herhim {s18}_is_a_disgrace._{reg3?She:He}_consorts_with_merchants,_lends_money_at_interest,_uses_coarse_language,_and_shows_no_attempt_to_uphold_the_dignity_of_the_honor_bestowed_upon_{reg3?her:him}.
str_s18_has_condemned_me_for_engaging_in_commerce_what_could_possibly_be_wrong_with_that {s18}_has_condemned_me_for_engaging_in_commerce._What_could_possibly_be_wrong_with_that?
str_s18_i_have_heard_has_been_encouraging_seditious_ideas_among_the_peasantry__a_foolish_move_which_endangers_us_all {s18},_I_have_heard,_has_been_encouraging_seditious_ideas_among_the_peasantry_--_a_foolish_move_which_endangers_us_all.
str_s18_has_called_me_out_for_the_way_i_deal_with_my_tenants_well_so_be_it_if_i_teach_them_that_they_are_the_equal_of_anyone_with_socalled_gentle_blood_what_is_it_to_reg3herhim {s18}_has_called_me_out_for_the_way_I_deal_with_my_tenants._Well,_so_be_it._If_I_teach_them_that_they_are_the_equal_of_anyone_with_so-called_'gentle'_blood,_what_is_it_to_{reg3?her:him}?
str_a_most_gallant_gentleman_who_knows_how_to_treat_a_lady a_most_gallant_{reg3?gentlewoman:gentleman},_who_knows_how_to_treat_a_{reg65?lady:young_man}
str_a_base_cad a_base_cad
str_a_man_who_treats_me_as_his_equal_which_is_rare {reg3?{reg65?someone:a_woman}:a_man}_who_treats_me_as_{reg3?her:his}_equal,_which_is_rare
str_appears_to_value_me_with_his_estate_and_his_horse_as_prizes_worth_having appears_to_value_me_with_{reg3?her:his}_estate_and_{reg3?her:his}_horse_as_prizes_worth_having
str_a_bit_dull_but_what_can_you_expect a_bit_dull,_but_what_can_you_expect...
str_the_man_whom_destiny_intends_for_me the_{reg3?one:man}_whom_destiny_intends_for_me
str_is_not_right_for_me__i_cannot_say_why_but_he_makes_my_skin_crawl is_not_right_for_me_-_I_cannot_say_why,_but_{reg3?she:he}_makes_my_skin_crawl
str_is_a_man_who_clearly_intends_to_make_his_mark_in_the_world is_a_{reg3?woman:man}_who_clearly_intends_to_make_{reg3?her:his}_mark_in_the_world
str_is_a_layabout_a_naif_prey_for_others_who_are_cleverer_than_he is_a_lay-about,_a_naif,_prey_for_others_who_are_cleverer_than_{reg3?she:he}
str_is_a_man_of_stalwart_character is_a_{reg3?woman:man}_of_stalwart_character
str_appears_to_be_a_man_of_low_morals appears_to_be_a_{reg3?woman:man}_of_low_morals
str_appears_to_be_a_man_who_lacks_selfdiscipline appears_to_be_a_{reg3?woman:man}_who_lacks_self-discipline
str_check_reg8_s4_reconciles_s5_and_s6_ {!}Check_#{reg8}:_{s4}_reconciles_{s5}_and_{s6}_
str_diagnostic__player_should_receive_consultation_quest_here_if_not_already_active {!}Diagnostic_--_Player_should_receive_consultation_quest_here,_if_not_already_active
str_check_reg8_s4_rules_in_s5s_favor_in_quarrel_with_s6_ {!}Check_#{reg8}:_{s4}_rules_in_{s5}'s_favor_in_quarrel_with_{s6}_
str_check_reg8_new_rivalry_generated_between_s5_and_s6 {!}Check_#{reg8}:_New_rivalry_generated_between_{s5}_and_{s6}
str_check_reg8_s5_attempts_to_win_over_s6 {!}Check_#{reg8}:_{s5}_attempts_to_win_over_{s6}
str_s1_has_no_lords {!}{s1}_has_no_lords
str_do_political_consequences_for_s4_victory_over_s5 {!}Do_political_consequences_for_{s4}_victory_over_{s5}
str_bandits_attacked_a_party_on_the_roads_so_a_bounty_is_probably_available Bandits_attacked_a_party_on_the_roads,_so_a_bounty_is_probably_available
str_travellers_attacked_on_road_from_s15_to_s16 {!}Travellers_attacked_on_road_from_{s15}_to_{s16}
str_s15_shares_joy_of_victory_with_s16 {!}{s15}_shares_joy_of_victory_with_{s16}
str_faction_marshall_s15_involved_in_defeat {!}Faction_marshall_{s15}_involved_in_defeat
str_player_faction_marshall_involved_in_defeat {!}Player_faction_marshall_involved_in_defeat
str_s14_of_s15_defeated_in_battle_loses_one_point_relation_with_liege {!}{s14}_of_{s15}_defeated_in_battle,_loses_one_point_relation_with_liege
str_s14_defeated_in_battle_by_s15_loses_one_point_relation {!}{s14}_defeated_in_battle_by_{s15},_loses_one_point_relation
str_s14_blames_s15_for_defeat {!}{s14}_blames_{s15}_for_defeat
str_s32_is_undeclared_rebel {!}{s32}_is_undeclared_rebel
str_small_bonus_for_no_base {!}Small_bonus_for_no_base
str_s15_considered_member_of_faction_s20_weight_of_reg15 {!}{s15}_considered_member_of_faction_{s20},_weight_of_{reg15}
str_checking_for_recruitment_argument_reg24 {!}Checking_for_recruitment_argument_#{reg24}
str_g_talk_troop_s20_evaluates_being_vassal_to_s22_of_s21 {!}_G_talk_troop_{s20}_evaluates_being_vassal_to_{s22}_of_{s21}
str_base_result_for_security_reg1 {!}Base_result_for_security:_{reg1}
str_result_for_security_weighted_by_personality_reg2 {!}Result_for_security_weighted_by_personality:_{reg2}
str_base_result_for_political_connections_reg3 {!}Base_result_for_political_connections:_{reg3}
str_result_for_political_connections_weighted_by_personality_reg4 {!}Result_for_political_connections_weighted_by_personality:_{reg4}
str_result_for_argument_strength_reg7 {!}Result_for_argument_strength:_{reg7}
str_result_for_argument_appeal_reg17 {!}Result_for_argument_appeal:_{reg17}
str_combined_result_for_argument_modified_by_persuasion_reg8 {!}Combined_result_for_argument_modified_by_persuasion:_{reg8}
str_base_changing_sides_penalty_reg9 {!}Base_changing_sides_penalty:_{reg9}
str_changing_sides_penalty_weighted_by_personality_reg10 {!}Changing_sides_penalty_weighted_by_personality:_{reg10}
str_combined_bonuses_and_penalties_=_reg0 {!}Combined_bonuses_and_penalties_=_{reg0}
str_intrigue_test_troop_party_is_active {!}Intrigue_test:_Troop_party_is_active
str_intrigue_test_troop_party_is_not_in_battle {!}Intrigue_test:_Troop_party_is_not_in_battle
str_intrigue_test_troop_is_not_prisoner {!}Intrigue_test:_Troop_is_not_prisoner
str_intrigue_test_troop_is_nearby {!}Intrigue_test:_Troop_is_nearby
str_s20_relation_with_s15_changed_by_reg4_to_reg14 {!}{s20}_relation_with_{s15}_changed_by_{reg4}_to_{reg14}
str_total_additions_reg4 Total_additions:_{reg4}
str_total_subtractions_reg4 Total_subtractions:_{reg4}
str_checking_lord_reactions_in_s15 {!}Checking_lord_reactions_in_{s15}
str_s14_protests_the_appointment_of_s15_as_marshall {!}{s14}_protests_the_appointment_of_{s15}_as_marshall
str_s11_relocates_to_s10 {s11}_relocates_to_{s10}.
str_checking_s3_at_s5_with_s11_relationship_with_s4_score_reg0 {!}Checking_{s3}_at_{s5}_with_{s11}_relationship_with_{s4}_(score_{reg0})
str_s3_feast_concludes_at_s4 {!}{s3}_feast_concludes_at_{s4}
str_attendance_reg3_nobles_out_of_reg4 {!}Attendance:_{reg3}_nobles_out_of_{reg4}
str_romantic_chemistry_reg0 {!}DEBUG_:_Romantic_chemistry:_{reg0}
str_personality_modifier_reg2 {!}Personality_modifier:_{reg2}
str_renown_modifier_reg3 {!}Renown_modifier:_{reg3}
str_final_score_reg0 {!}Final_score:_{reg0}
str_s4_pursues_suit_with_s5_in_s7 {!}{s4}_pursues_suit_with_{s5}_in_{s7}
str_note__favor_event_logged {!}NOTE_-_Favor_event_logged
str_result_lady_forced_to_agree_to_engagement {!}Result:_lady_forced_to_agree_to_engagement
str_result_lady_rejects_suitor {!}Result:_lady_rejects_suitor
str_result_happy_engagement_between_s4_and_s5 {!}Result:_happy_engagement_between_{s4}_and_{s5}
str_result_s4_elopes_with_s5 {!}Result:_{s4}_elopes_with_{s5}
str_result_s4_reluctantly_agrees_to_engagement_with_s5 {!}Result:_{s4}_reluctantly_agrees_to_engagement_with_{s5}
str_result_stalemate_patience_roll_=_reg3 {!}Result:_stalemate,_patience_roll_=_{reg3}
str_s3_marries_s4_at_s5 {s3}_marries_{s4}_at_{s5}
str__i_must_attend_to_this_matter_before_i_worry_about_the_affairs_of_the_realm _I_must_attend_to_this_matter_before_I_worry_about_the_affairs_of_the_realm.
str_the_other_matter_took_precedence The_other_matter_took_precedence.
str_i_cannot_leave_this_fortress_now_as_it_is_under_siege I_cannot_leave_this_fortress_now,_as_it_is_under_siege.
